Date,Calories
2022-09-28,0.027
2022-09-28,0.082
2022-09-28,0.346
2022-09-28,0.269
2022-09-29,10.471
2022-09-29,8.732
2022-09-29,0.377
2022-09-29,4.084
2022-09-29,0.125
2022-09-29,4.832
2022-09-29,4.842
2022-09-29,0.246
2022-09-29,0.257
2022-09-29,0.048
2022-09-29,0.038
2022-09-29,0.33
2022-09-29,0.71
2022-09-29,4.398
2022-09-29,0.219
2022-09-29,3.701
2022-09-29,2.087
2022-09-29,1.479
2022-09-29,0.121
2022-09-29,8.49
2022-09-29,0.687
2022-09-29,0.31
2022-09-29,0.017
2022-09-29,1.953
2022-09-29,0.051
2022-09-29,26.816
2022-09-29,42.646
2022-09-29,2.184
2022-09-29,2.04
2022-09-29,2.704
2022-09-29,3.052
2022-09-29,0.133
2022-09-29,9.545
2022-09-29,0.006
2022-09-30,0.186
2022-09-30,0.038
2022-09-30,0.059
2022-09-30,0.276
2022-09-30,0.022
2022-09-30,0.269
2022-09-30,0.113
2022-09-30,6.815
2022-09-30,6.112
2022-09-30,12.542
2022-09-30,2.895
2022-09-30,0.654
2022-09-30,0.247
2022-09-30,0.049
2022-09-30,1.664
2022-09-30,30.092
2022-09-30,20.475
2022-09-30,6.738
2022-09-30,32.049
2022-09-30,4.426
2022-09-30,18.814
2022-09-30,3.07
2022-09-30,4.77
2022-09-30,7.502
2022-09-30,1.204
2022-09-30,1.547
2022-09-30,0.044
2022-09-30,0.133
2022-09-30,1.991
2022-09-30,3.715
2022-09-30,3.425
2022-09-30,3.439
2022-09-30,2.838
2022-10-01,2.108
2022-10-01,0.08
2022-10-01,0.109
2022-10-01,0.313
2022-10-01,4.873
2022-10-01,0.54
2022-10-01,2.656
2022-10-01,2.343
2022-10-01,0.004
2022-10-01,0.714
2022-10-01,2.394
2022-10-01,0.103
2022-10-01,4.84
2022-10-01,0.384
2022-10-01,0.124
2022-10-01,24.795
2022-10-01,1.806
2022-10-01,22.288
2022-10-01,12.404
2022-10-01,0.123
2022-10-01,0.113
2022-10-01,7.627
2022-10-01,20.285
2022-10-01,5.429
2022-10-01,4.846
2022-10-01,6.572
2022-10-01,0.707
2022-10-01,2.917
2022-10-01,3.167
2022-10-01,12.916
2022-10-01,3.231
2022-10-01,9.003
2022-10-01,0.313
2022-10-01,21.209
2022-10-01,14.347
2022-10-01,0.13
2022-10-01,13.682
2022-10-01,1.5
2022-10-01,1.389
2022-10-01,0.022
2022-10-01,0.024
2022-10-01,0.472
2022-10-01,4.94
2022-10-01,4.567
2022-10-01,2.761
2022-10-01,4.6
2022-10-01,0.021
2022-10-01,2.588
2022-10-01,5.695
2022-10-01,0.736
2022-10-01,3.403
2022-10-01,2.336
2022-10-01,2.61
2022-10-01,19.266
2022-10-01,6.39
2022-10-01,0.054
2022-10-01,1.245
2022-10-01,0.008
2022-10-01,0.191
2022-10-02,0.032
2022-10-02,1.039
2022-10-02,0.261
2022-10-02,2.916
2022-10-02,7.011
2022-10-02,8.196
2022-10-02,4.526
2022-10-02,3.484
2022-10-02,0.104
2022-10-02,0.038
2022-10-02,0.004
2022-10-02,0.095
2022-10-02,6.15
2022-10-02,1.346
2022-10-02,6.75
2022-10-02,15.73
2022-10-02,7.676
2022-10-02,0.092
2022-10-02,0.148
2022-10-02,0.075
2022-10-02,0.033
2022-10-02,0.022
2022-10-02,0.005
2022-10-02,0.057
2022-10-02,0.301
2022-10-02,0.927
2022-10-02,0.423
2022-10-02,0.081
2022-10-02,0.004
2022-10-02,5.12
2022-10-02,4.444
2022-10-02,0.042
2022-10-02,0.065
2022-10-02,1.007
2022-10-02,0.201
2022-10-02,0.761
2022-10-02,0.415
2022-10-02,0.025
2022-10-02,0.04
2022-10-02,0.246
2022-10-02,1.859
2022-10-02,0.026
2022-10-02,0.081
2022-10-02,0.069
2022-10-02,0.013
2022-10-02,0.041
2022-10-02,0.111
2022-10-02,0.571
2022-10-02,0.043
2022-10-03,0.601
2022-10-03,0.1
2022-10-03,0.048
2022-10-03,0.735
2022-10-03,3.937
2022-10-03,0.523
2022-10-03,0.939
2022-10-03,24.01
2022-10-03,2.352
2022-10-03,5.223
2022-10-03,2.639
2022-10-03,13.672
2022-10-03,12.138
2022-10-03,0.596
2022-10-03,5.479
2022-10-03,5.51
2022-10-03,4.863
2022-10-03,1.842
2022-10-03,4.595
2022-10-03,6.513
2022-10-03,3.077
2022-10-03,8.385
2022-10-03,0.575
2022-10-03,2.478
2022-10-03,0.94
2022-10-03,11.411
2022-10-03,0.337
2022-10-03,7.156
2022-10-03,0.48
2022-10-03,4.757
2022-10-03,1.876
2022-10-03,0.165
2022-10-03,0.752
2022-10-03,4.76
2022-10-03,27.849
2022-10-03,22.484
2022-10-03,5.735
2022-10-03,1.605
2022-10-03,1.026
2022-10-03,0.396
2022-10-03,12.777
2022-10-03,3.392
2022-10-03,0.114
2022-10-03,0.821
2022-10-03,0.836
2022-10-03,0.131
2022-10-03,0.038
2022-10-03,0.025
2022-10-03,0.025
2022-10-03,1.012
2022-10-03,0.341
2022-10-03,0.019
2022-10-04,0.333
2022-10-04,0.643
2022-10-04,0.013
2022-10-04,0.264
2022-10-04,0.074
2022-10-04,4.044
2022-10-04,14.909
2022-10-04,0.628
2022-10-04,0.253
2022-10-04,0.624
2022-10-04,10.018
2022-10-04,31.768
2022-10-04,15.147
2022-10-04,1.718
2022-10-04,8.527
2022-10-04,1.85
2022-10-04,0.099
2022-10-04,4.757
2022-10-04,10.298
2022-10-04,4.677
2022-10-04,13.195
2022-10-04,38.869
2022-10-04,19.314
2022-10-04,21.693
2022-10-04,0.05
2022-10-04,4.634
2022-10-04,0.326
2022-10-04,0.019
2022-10-04,4.991
2022-10-04,3.313
2022-10-04,3.973
2022-10-04,3.284
2022-10-04,4.871
2022-10-04,0.003
2022-10-04,0.937
2022-10-04,0.603
2022-10-04,0.183
2022-10-04,0.014
2022-10-04,1.154
2022-10-04,0.044
2022-10-04,0.142
2022-10-04,0.043
2022-10-04,0.05
2022-10-04,0.529
2022-10-04,0.048
2022-10-04,0.018
2022-10-04,0.021
2022-10-04,0.038
2022-10-04,0.023
2022-10-04,0.032
2022-10-04,0.05
2022-10-05,1.378
2022-10-05,0.938
2022-10-05,12.806
2022-10-05,9.669
2022-10-05,10.949
2022-10-05,3.809
2022-10-05,9.505
2022-10-05,2.688
2022-10-05,1.517
2022-10-05,1.485
2022-10-05,17.246
2022-10-05,3.605
2022-10-05,0.29
2022-10-05,0.025
2022-10-05,0.936
2022-10-05,5.016
2022-10-05,10.433
2022-10-05,7.744
2022-10-05,8.004
2022-10-05,0.424
2022-10-05,0.717
2022-10-05,0.012
2022-10-05,15.856
2022-10-05,5.28
2022-10-05,21.204
2022-10-05,3.062
2022-10-05,9.23
2022-10-05,5.183
2022-10-05,2.256
2022-10-05,5.791
2022-10-05,7.113
2022-10-05,0.202
2022-10-05,2.063
2022-10-05,2.671
2022-10-05,4.879
2022-10-05,0.391
2022-10-05,0.503
2022-10-05,0.034
2022-10-05,0.013
2022-10-05,2.206
2022-10-05,0.038
2022-10-06,0.035
2022-10-06,1.389
2022-10-06,30.551
2022-10-06,14.637
2022-10-06,9.261
2022-10-06,13.267
2022-10-06,1.35
2022-10-06,0.047
2022-10-06,0.154
2022-10-06,17.79
2022-10-06,1.733
2022-10-06,21.88
2022-10-06,8.42
2022-10-06,4.417
2022-10-06,7.571
2022-10-06,7.591
2022-10-06,2.505
2022-10-06,20.184
2022-10-06,11.411
2022-10-06,26.623
2022-10-06,18.916
2022-10-06,4.037
2022-10-06,0.013
2022-10-06,0.098
2022-10-06,1.684
2022-10-06,0.048
2022-10-06,0.038
2022-10-06,0.044
2022-10-06,0.03
2022-10-06,0.849
2022-10-06,0.003
2022-10-06,2.232
2022-10-06,6.402
2022-10-06,16.014
2022-10-06,3.477
2022-10-06,0.407
2022-10-06,1.172
2022-10-06,0.027
2022-10-06,9.274
2022-10-06,12.188
2022-10-06,1.898
2022-10-06,6.172
2022-10-06,3.758
2022-10-06,2.631
2022-10-06,1.925
2022-10-06,3.759
2022-10-06,2.766
2022-10-07,6.38
2022-10-07,1.107
2022-10-07,0.207
2022-10-07,0.04
2022-10-07,0.081
2022-10-07,0.04
2022-10-07,1.391
2022-10-07,0.135
2022-10-07,0.014
2022-10-07,32.445
2022-10-07,12.691
2022-10-07,3.045
2022-10-07,0.079
2022-10-07,8.395
2022-10-07,0.04
2022-10-07,0.03
2022-10-07,11.152
2022-10-07,5.152
2022-10-07,0.026
2022-10-07,8.294
2022-10-07,2.743
2022-10-07,2.034
2022-10-07,0.013
2022-10-07,9.636
2022-10-07,2.633
2022-10-07,0.037
2022-10-07,0.098
2022-10-07,1.043
2022-10-07,8.532
2022-10-07,1.798
2022-10-07,0.463
2022-10-07,11.703
2022-10-07,8.778
2022-10-07,1.133
2022-10-07,6.712
2022-10-07,12.593
2022-10-07,10.086
2022-10-07,0.209
2022-10-07,0.127
2022-10-07,1.354
2022-10-07,0.392
2022-10-07,0.038
2022-10-07,0.049
2022-10-08,0.029
2022-10-08,0.045
2022-10-08,0.036
2022-10-08,6.492
2022-10-08,0.322
2022-10-08,0.032
2022-10-08,0.016
2022-10-08,0.05
2022-10-08,0.041
2022-10-08,0.319
2022-10-08,0.411
2022-10-08,0.999
2022-10-08,0.08
2022-10-08,0.147
2022-10-08,2.524
2022-10-08,2.668
2022-10-08,0.412
2022-10-08,0.922
2022-10-08,0.075
2022-10-08,0.112
2022-10-08,3.392
2022-10-08,0.61
2022-10-08,3.441
2022-10-08,0.139
2022-10-08,3.671
2022-10-08,0.34
2022-10-08,0.355
2022-10-08,0.035
2022-10-08,0.986
2022-10-08,0.52
2022-10-08,0.043
2022-10-08,0.324
2022-10-08,0.453
2022-10-08,2.274
2022-10-08,42.245
2022-10-08,49.661
2022-10-08,25.347
2022-10-08,18.24
2022-10-08,0.074
2022-10-08,0.142
2022-10-08,1.065
2022-10-08,0.015
2022-10-08,0.029
2022-10-08,0.041
2022-10-08,0.039
2022-10-08,0.042
2022-10-09,0.045
2022-10-09,0.448
2022-10-09,0.085
2022-10-09,4.427
2022-10-09,0.659
2022-10-09,0.702
2022-10-09,0.029
2022-10-09,0.176
2022-10-09,1.023
2022-10-09,0.659
2022-10-09,0.074
2022-10-09,0.127
2022-10-09,0.048
2022-10-09,0.038
2022-10-09,0.01
2022-10-09,0.04
2022-10-09,0.075
2022-10-09,0.002
2022-10-09,0.225
2022-10-09,1.212
2022-10-09,0.012
2022-10-09,0.119
2022-10-09,0.057
2022-10-09,0.025
2022-10-09,0.046
2022-10-09,0.113
2022-10-09,0.35
2022-10-09,0.166
2022-10-09,0.038
2022-10-09,0.112
2022-10-09,0.489
2022-10-09,0.506
2022-10-09,0.311
2022-10-09,0.263
2022-10-09,0.474
2022-10-09,0.007
2022-10-09,0.024
2022-10-09,0.046
2022-10-09,0.033
2022-10-09,0.194
2022-10-09,0.019
2022-10-09,0.482
2022-10-09,0.059
2022-10-09,0.252
2022-10-09,0.307
2022-10-09,0.037
2022-10-09,0.057
2022-10-10,0.378
2022-10-10,1.078
2022-10-10,0.307
2022-10-10,0.044
2022-10-10,3.858
2022-10-10,0.689
2022-10-10,1.072
2022-10-10,13.499
2022-10-10,6.828
2022-10-10,4.488
2022-10-10,25.316
2022-10-10,1.215
2022-10-10,25.473
2022-10-10,10.264
2022-10-10,14.545
2022-10-10,12.154
2022-10-10,5.037
2022-10-10,9.086
2022-10-10,0.885
2022-10-10,2.953
2022-10-10,32.296
2022-10-10,29.696
2022-10-10,13.04
2022-10-10,0.142
2022-10-10,0.189
2022-10-10,0.152
2022-10-10,0.029
2022-10-10,0.468
2022-10-10,0.023
2022-10-10,0.025
2022-10-10,0.317
2022-10-10,0.649
2022-10-10,0.03
2022-10-10,0.429
2022-10-10,0.105
2022-10-10,0.699
2022-10-10,0.15
2022-10-10,2.212
2022-10-10,0.047
2022-10-10,0.329
2022-10-10,1.234
2022-10-10,0.364
2022-10-10,0.31
2022-10-10,0.012
2022-10-10,0.011
2022-10-10,0.087
2022-10-10,0.17
2022-10-10,1.686
2022-10-11,4.628
2022-10-11,11.079
2022-10-11,0.04
2022-10-11,4.454
2022-10-11,0.003
2022-10-11,26.447
2022-10-11,1.042
2022-10-11,26.886
2022-10-11,25.807
2022-10-11,1.721
2022-10-11,0.019
2022-10-11,0.117
2022-10-11,0.027
2022-10-11,0.408
2022-10-11,0.027
2022-10-11,0.07
2022-10-11,0.062
2022-10-11,0.42
2022-10-11,5.946
2022-10-11,13.972
2022-10-11,11.81
2022-10-11,0.085
2022-10-11,7.835
2022-10-11,19.598
2022-10-11,12.702
2022-10-11,0.035
2022-10-11,1.693
2022-10-11,8.048
2022-10-11,0.059
2022-10-11,8.009
2022-10-11,10.379
2022-10-11,21.443
2022-10-11,9.223
2022-10-11,0.109
2022-10-11,1.182
2022-10-11,6.611
2022-10-11,1.367
2022-10-11,0.029
2022-10-11,0.447
2022-10-11,7.641
2022-10-11,13.509
2022-10-11,13.631
2022-10-11,0.038
2022-10-11,4.127
2022-10-11,1.86
2022-10-11,2.385
2022-10-11,0.26
2022-10-11,0.069
2022-10-11,0.008
2022-10-11,0.055
2022-10-11,0.198
2022-10-12,2.171
2022-10-12,10.558
2022-10-12,3.425
2022-10-12,9.029
2022-10-12,3.832
2022-10-12,10.897
2022-10-12,0.262
2022-10-12,3.712
2022-10-12,0.749
2022-10-12,0.012
2022-10-12,5.389
2022-10-12,0.043
2022-10-12,20.921
2022-10-12,21.919
2022-10-12,0.685
2022-10-12,2.987
2022-10-12,4.306
2022-10-12,5.865
2022-10-12,6.304
2022-10-12,1.122
2022-10-12,11.861
2022-10-12,7.375
2022-10-12,16.639
2022-10-12,5.497
